Month,country,role,event_batch,goldstein_mean,goldstein_median,event_count,goldstein_weighted
2015-03-01,FRA,actor2,direct_economic_action,2.2857142857142856,6.4,7,16.0
2015-03-01,FRA,actor2,economic_policy_signal,2.08,0.0,5,10.4
2015-03-01,IRL,actor1,direct_economic_action,7.4,7.4,7,51.800000000000004
2015-03-01,IRL,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-03-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-03-01,ITA,actor1,direct_economic_action,3.0500000000000003,6.4,4,12.200000000000001
2015-03-01,ITA,actor1,economic_policy_action,5.0,5.0,9,45.0
2015-03-01,ITA,actor1,economic_policy_signal,0.0,0.0,11,0.0
2015-03-01,ITA,actor2,direct_economic_action,6.8,6.4,5,34.0
2015-03-01,ITA,actor2,economic_policy_action,5.0,5.0,3,15.0
2015-03-01,ITA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-03-01,LUX,actor2,economic_policy_signal,3.466666666666667,5.2,3,10.4
2015-03-01,NLD,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-03-01,NLD,actor1,economic_policy_signal,1.3,0.0,4,5.2
2015-03-01,NLD,actor2,direct_economic_action,6.4,6.4,1,6.4
2015-03-01,NLD,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-03-01,PRT,actor1,economic_policy_signal,0.0,0.0,2,0.0
2015-03-01,PRT,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-04-01,DEU,actor1,direct_economic_action,6.8,6.4,5,34.0
2015-04-01,DEU,actor1,economic_policy_signal,1.7333333333333334,0.0,6,10.4
2015-04-01,DEU,actor2,direct_economic_action,6.400000000000001,6.4,3,19.200000000000003
2015-04-01,DEU,actor2,economic_policy_signal,3.8,5.2,5,19.0
2015-04-01,ESP,actor2,direct_economic_action,6.400000000000001,6.4,6,38.400000000000006
2015-04-01,FIN,actor1,direct_economic_action,6.4,6.4,2,12.8
2015-04-01,FIN,actor2,direct_economic_action,6.4,6.4,1,6.4
2015-04-01,FRA,actor1,direct_economic_action,6.733333333333334,6.4,3,20.200000000000003
2015-04-01,FRA,actor2,direct_economic_action,6.955555555555556,7.4,9,62.6
2015-04-01,FRA,actor2,economic_policy_signal,5.2,5.2,2,10.4
2015-04-01,IRL,actor1,direct_economic_action,6.4,6.4,1,6.4
2015-04-01,IRL,actor1,economic_policy_action,5.0,5.0,2,10.0
2015-04-01,IRL,actor1,economic_policy_signal,3.4,3.4,1,3.4
2015-04-01,IRL,actor2,direct_economic_action,6.4,6.4,1,6.4
2015-04-01,IRL,actor2,economic_policy_action,5.0,5.0,2,10.0
2015-04-01,ITA,actor1,direct_economic_action,6.4,6.4,1,6.4
2015-04-01,ITA,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-04-01,ITA,actor1,economic_policy_signal,0.0,0.0,3,0.0
2015-04-01,ITA,actor2,direct_economic_action,-5.12,-8.0,5,-25.6
2015-04-01,LUX,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-04-01,LUX,actor2,direct_economic_action,7.4,7.4,2,14.8
2015-04-01,NLD,actor1,direct_economic_action,7.4,7.4,5,37.0
2015-04-01,NLD,actor2,direct_economic_action,7.218181818181819,7.4,11,79.4
2015-04-01,NLD,actor2,economic_policy_action,5.0,5.0,2,10.0
2015-04-01,PRT,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-05-01,DEU,actor1,direct_economic_action,2.266666666666667,7.4,6,13.600000000000001
2015-05-01,DEU,actor1,economic_policy_signal,3.466666666666667,5.2,3,10.4
2015-05-01,DEU,actor2,direct_economic_action,7.033333333333334,7.0,12,84.4
2015-05-01,DEU,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-05-01,ESP,actor2,direct_economic_action,6.4,6.4,2,12.8
2015-05-01,ESP,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-05-01,FIN,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-05-01,FRA,actor1,direct_economic_action,6.755555555555556,6.4,9,60.80000000000001
2015-05-01,FRA,actor1,economic_policy_signal,2.6,2.6,2,5.2
2015-05-01,FRA,actor2,economic_policy_signal,5.2,5.2,3,15.600000000000001
2015-05-01,IRL,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-05-01,IRL,actor1,economic_policy_action,5.0,5.0,4,20.0
2015-05-01,IRL,actor1,economic_policy_signal,0.0,0.0,3,0.0
2015-05-01,IRL,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-05-01,IRL,actor2,economic_policy_action,5.0,5.0,1,5.0
2015-05-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-05-01,ITA,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2015-05-01,ITA,actor1,economic_policy_signal,0.0,0.0,3,0.0
2015-05-01,ITA,actor2,direct_economic_action,6.4,6.4,5,32.0
2015-05-01,ITA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-05-01,LUX,actor1,economic_policy_signal,0.0,0.0,10,0.0
2015-05-01,NLD,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-06-01,AUT,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-06-01,BEL,actor1,direct_economic_action,6.733333333333334,6.4,3,20.200000000000003
2015-06-01,BEL,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-06-01,BEL,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-06-01,DEU,actor1,direct_economic_action,7.28888888888889,7.4,9,65.60000000000001
2015-06-01,DEU,actor1,economic_policy_signal,3.6399999999999997,5.2,10,36.4
2015-06-01,DEU,actor2,direct_economic_action,6.900000000000001,6.9,6,41.400000000000006
2015-06-01,DEU,actor2,economic_policy_action,5.0,5.0,1,5.0
2015-06-01,DEU,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-06-01,ESP,actor1,direct_economic_action,-8.0,-8.0,1,-8.0
2015-06-01,FRA,actor1,direct_economic_action,4.333333333333333,6.4,6,26.0
2015-06-01,FRA,actor1,economic_policy_signal,2.8666666666666667,3.4,3,8.6
2015-06-01,FRA,actor2,direct_economic_action,6.685714285714286,6.4,7,46.800000000000004
2015-06-01,FRA,actor2,economic_policy_signal,5.2,5.2,3,15.600000000000001
2015-06-01,IRL,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2015-06-01,IRL,actor1,economic_policy_signal,3.4571428571428577,5.2,7,24.200000000000003
2015-06-01,IRL,actor2,direct_economic_action,7.4,7.4,2,14.8
2015-06-01,ITA,actor1,direct_economic_action,-4.577777777777778,-8.0,9,-41.2
2015-06-01,ITA,actor1,economic_policy_signal,4.0,3.4,3,12.0
2015-06-01,ITA,actor2,direct_economic_action,6.4,6.4,4,25.6
2015-06-01,ITA,actor2,economic_policy_signal,3.4,3.4,2,6.8
2015-06-01,NLD,actor1,direct_economic_action,6.4,6.4,2,12.8
2015-06-01,NLD,actor2,direct_economic_action,6.4,6.4,2,12.8
2015-06-01,NLD,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-06-01,PRT,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-07-01,AUT,actor1,direct_economic_action,6.4,6.4,1,6.4
2015-07-01,AUT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-07-01,DEU,actor1,direct_economic_action,7.233333333333334,7.4,6,43.400000000000006
2015-07-01,DEU,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-07-01,DEU,actor1,economic_policy_signal,2.6,2.6,4,10.4
2015-07-01,DEU,actor2,direct_economic_action,4.5,6.9,6,27.0
2015-07-01,DEU,actor2,economic_policy_signal,3.466666666666667,5.2,3,10.4
2015-07-01,ESP,actor1,direct_economic_action,6.733333333333334,6.4,3,20.200000000000003
2015-07-01,ESP,actor2,direct_economic_action,6.8,6.4,5,34.0
2015-07-01,ESP,actor2,economic_policy_action,5.0,5.0,2,10.0
2015-07-01,FIN,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-07-01,FIN,actor1,economic_policy_action,5.0,5.0,2,10.0
2015-07-01,FRA,actor1,economic_policy_action,5.0,5.0,5,25.0
2015-07-01,FRA,actor1,economic_policy_signal,5.2,5.2,5,26.0
2015-07-01,FRA,actor2,direct_economic_action,7.066666666666667,7.4,6,42.400000000000006
2015-07-01,FRA,actor2,economic_policy_action,5.0,5.0,4,20.0
2015-07-01,FRA,actor2,economic_policy_signal,1.7333333333333334,0.0,3,5.2
2015-07-01,IRL,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-07-01,IRL,actor1,economic_policy_signal,0.0,0.0,2,0.0
2015-07-01,IRL,actor2,direct_economic_action,7.4,7.4,2,14.8
2015-07-01,IRL,actor2,economic_policy_signal,2.6,2.6,2,5.2
2015-07-01,ITA,actor2,direct_economic_action,6.8,6.4,5,34.0
2015-07-01,ITA,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-07-01,LUX,actor1,economic_policy_signal,3.4,3.4,1,3.4
2015-07-01,LUX,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-07-01,NLD,actor1,direct_economic_action,6.8,6.4,5,34.0
2015-07-01,NLD,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-07-01,NLD,actor2,economic_policy_action,5.0,5.0,2,10.0
2015-07-01,NLD,actor2,economic_policy_signal,3.4,3.4,1,3.4
2015-08-01,AUT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-08-01,AUT,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-08-01,BEL,actor1,direct_economic_action,7.4,7.4,1,7.4
2015-08-01,DEU,actor1,direct_economic_action,6.682352941176471,6.4,17,113.60000000000001
2015-08-01,DEU,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-08-01,DEU,actor2,direct_economic_action,6.630769230769231,6.4,13,86.2
2015-08-01,DEU,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-08-01,ESP,actor1,direct_economic_action,7.2,7.4,5,36.0
2015-08-01,ESP,actor2,direct_economic_action,6.9,6.9,2,13.8
2015-08-01,FRA,actor1,direct_economic_action,6.585714285714286,6.4,14,92.2
2015-08-01,FRA,actor1,economic_policy_signal,0.0,0.0,2,0.0
2015-08-01,FRA,actor2,direct_economic_action,4.96,6.4,20,99.2
2015-08-01,FRA,actor2,economic_policy_action,5.0,5.0,1,5.0
2015-08-01,FRA,actor2,economic_policy_signal,1.3,0.0,4,5.2
2015-08-01,IRL,actor1,economic_policy_signal,5.2,5.2,1,5.2
2015-08-01,ITA,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2015-08-01,ITA,actor2,direct_economic_action,6.4,6.4,2,12.8
2015-08-01,NLD,actor1,direct_economic_action,6.4,6.4,1,6.4
2015-08-01,NLD,actor1,economic_policy_signal,3.4,3.4,1,3.4
2015-08-01,NLD,actor2,direct_economic_action,6.4,6.4,2,12.8
2015-09-01,AUT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-09-01,BEL,actor1,economic_policy_signal,0.0,0.0,2,0.0
2015-09-01,BEL,actor2,economic_policy_action,5.0,5.0,1,5.0
2015-09-01,BEL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-09-01,DEU,actor1,direct_economic_action,4.685714285714286,6.4,14,65.60000000000001
2015-09-01,DEU,actor1,economic_policy_signal,3.466666666666667,5.2,6,20.8
2015-09-01,DEU,actor2,direct_economic_action,6.65,6.4,4,26.6
2015-09-01,DEU,actor2,economic_policy_signal,0.0,0.0,4,0.0
2015-09-01,ESP,actor1,direct_economic_action,6.8,6.4,5,34.0
2015-09-01,ESP,actor2,direct_economic_action,6.4,6.4,1,6.4
2015-09-01,ESP,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-09-01,FIN,actor1,direct_economic_action,-8.0,-8.0,1,-8.0
2015-09-01,FIN,actor1,economic_threat_pressure,-5.8,-5.8,1,-5.8
2015-09-01,FRA,actor1,direct_economic_action,4.3090909090909095,7.0,11,47.400000000000006
2015-09-01,FRA,actor1,economic_policy_signal,5.2,5.2,3,15.600000000000001
2015-09-01,FRA,actor2,direct_economic_action,7.066666666666667,7.4,6,42.400000000000006
2015-09-01,FRA,actor2,economic_policy_signal,2.6,2.6,2,5.2
2015-09-01,IRL,actor1,direct_economic_action,7.4,7.4,4,29.6
2015-09-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-09-01,ITA,actor2,direct_economic_action,6.9,6.9,4,27.6
2015-09-01,LUX,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-09-01,NLD,actor1,direct_economic_action,6.8,6.4,10,68.0
2015-09-01,NLD,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-09-01,PRT,actor2,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2015-10-01,AUT,actor2,economic_policy_signal,0.0,0.0,2,0.0
2015-10-01,BEL,actor1,economic_policy_signal,0.0,0.0,2,0.0
2015-10-01,DEU,actor1,direct_economic_action,7.24,7.4,5,36.2
2015-10-01,DEU,actor1,economic_policy_action,5.0,5.0,7,35.0
2015-10-01,DEU,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-10-01,DEU,actor2,direct_economic_action,7.4,7.4,4,29.6
2015-10-01,DEU,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-10-01,ESP,actor1,direct_economic_action,6.65,6.4,4,26.6
2015-10-01,ESP,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-10-01,ESP,actor2,direct_economic_action,7.4,7.4,2,14.8
2015-10-01,ESP,actor2,economic_policy_signal,3.4,3.4,2,6.8
2015-10-01,FRA,actor1,direct_economic_action,6.9,6.9,18,124.2
2015-10-01,FRA,actor1,economic_policy_action,5.0,5.0,2,10.0
2015-10-01,FRA,actor1,economic_policy_signal,0.9555555555555555,0.0,9,8.6
2015-10-01,FRA,actor2,direct_economic_action,6.566666666666667,6.4,6,39.400000000000006
2015-10-01,FRA,actor2,economic_policy_signal,2.2666666666666666,3.4,3,6.8
2015-10-01,IRL,actor1,direct_economic_action,7.4,7.4,2,14.8
2015-10-01,IRL,actor1,economic_policy_action,5.0,5.0,3,15.0
2015-10-01,IRL,actor1,economic_policy_signal,1.7,1.7,2,3.4
2015-10-01,IRL,actor2,economic_policy_action,5.0,5.0,4,20.0
2015-10-01,IRL,actor2,economic_policy_signal,3.4,3.4,1,3.4
2015-10-01,ITA,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2015-10-01,ITA,actor2,direct_economic_action,6.9,6.9,4,27.6
2015-10-01,ITA,actor2,economic_policy_signal,3.4,3.4,5,17.0
2015-10-01,NLD,actor1,economic_policy_signal,1.7333333333333334,0.0,3,5.2
2015-10-01,NLD,actor2,direct_economic_action,6.400000000000001,6.4,3,19.200000000000003
2015-10-01,NLD,actor2,economic_policy_action,5.0,5.0,1,5.0
2015-11-01,AUT,actor1,direct_economic_action,6.4,6.4,1,6.4
2015-11-01,AUT,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-11-01,BEL,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-11-01,BEL,actor2,economic_policy_action,5.0,5.0,1,5.0
2015-11-01,DEU,actor1,direct_economic_action,7.4,7.4,4,29.6
2015-11-01,DEU,actor1,economic_policy_signal,1.7333333333333334,0.0,3,5.2
2015-11-01,DEU,actor2,direct_economic_action,7.15,7.4,4,28.6
2015-11-01,ESP,actor1,direct_economic_action,6.844444444444445,6.4,9,61.60000000000001
2015-11-01,ESP,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-11-01,ESP,actor1,economic_policy_signal,0.0,0.0,1,0.0
2015-11-01,ESP,actor2,direct_economic_action,6.6,6.4,10,66.0
2015-11-01,ESP,actor2,economic_policy_action,5.0,5.0,2,10.0
2015-11-01,ESP,actor2,economic_policy_signal,1.7,1.7,2,3.4
2015-11-01,FRA,actor1,direct_economic_action,7.275,7.4,16,116.4
2015-11-01,FRA,actor1,economic_policy_action,5.0,5.0,2,10.0
2015-11-01,FRA,actor1,economic_policy_signal,0.65,0.0,16,10.4
2015-11-01,FRA,actor2,direct_economic_action,7.0,7.4,10,70.0
2015-11-01,FRA,actor2,economic_policy_signal,0.0,0.0,8,0.0
2015-11-01,IRL,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2015-11-01,IRL,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-11-01,IRL,actor1,economic_policy_signal,0.0,0.0,3,0.0
2015-11-01,IRL,actor2,direct_economic_action,7.4,7.4,5,37.0
2015-11-01,IRL,actor2,economic_policy_signal,3.9000000000000004,5.2,4,15.600000000000001
2015-11-01,ITA,actor1,direct_economic_action,6.4,6.4,1,6.4
2015-11-01,ITA,actor2,direct_economic_action,6.685714285714286,6.4,7,46.800000000000004
2015-11-01,ITA,actor2,economic_policy_signal,1.7,1.7,2,3.4
2015-11-01,NLD,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2015-11-01,NLD,actor1,economic_policy_signal,1.3,0.0,4,5.2
2015-11-01,NLD,actor2,direct_economic_action,7.4,7.4,2,14.8
2015-11-01,NLD,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-11-01,PRT,actor2,direct_economic_action,7.4,7.4,2,14.8
2015-12-01,BEL,actor1,direct_economic_action,-0.2999999999999998,-0.2999999999999998,2,-0.5999999999999996
2015-12-01,DEU,actor1,direct_economic_action,6.65,6.4,8,53.2
2015-12-01,DEU,actor1,economic_policy_action,5.0,5.0,2,10.0
2015-12-01,DEU,actor1,economic_policy_signal,0.0,0.0,5,0.0
2015-12-01,DEU,actor1,economic_threat_pressure,-5.8,-5.8,1,-5.8
2015-12-01,DEU,actor2,direct_economic_action,7.15,7.4,4,28.6
2015-12-01,ESP,actor1,economic_policy_signal,0.0,0.0,3,0.0
2015-12-01,ESP,actor2,direct_economic_action,7.4,7.4,1,7.4
2015-12-01,ESP,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-12-01,FRA,actor1,direct_economic_action,7.4,7.4,13,96.2
2015-12-01,FRA,actor1,economic_policy_signal,0.0,0.0,3,0.0
2015-12-01,FRA,actor1,economic_threat_pressure,-5.8,-5.8,1,-5.8
2015-12-01,FRA,actor2,direct_economic_action,7.400000000000001,7.4,9,66.60000000000001
2015-12-01,FRA,actor2,economic_policy_signal,1.457142857142857,0.0,7,10.2
2015-12-01,IRL,actor1,direct_economic_action,6.9,6.9,2,13.8
2015-12-01,IRL,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-12-01,IRL,actor1,economic_policy_signal,5.2,5.2,2,10.4
2015-12-01,IRL,actor2,direct_economic_action,7.400000000000001,7.4,6,44.400000000000006
2015-12-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-12-01,ITA,actor1,direct_economic_action,6.400000000000001,6.4,3,19.200000000000003
2015-12-01,ITA,actor2,direct_economic_action,6.4,6.4,7,44.800000000000004
2015-12-01,ITA,actor2,economic_policy_signal,0.0,0.0,1,0.0
2015-12-01,LUX,actor1,economic_policy_action,5.0,5.0,1,5.0
2015-12-01,NLD,actor1,direct_economic_action,6.4,6.4,1,6.4
2015-12-01,NLD,actor2,direct_economic_action,6.900000000000001,6.9,6,41.400000000000006
2016-01-01,AUT,actor1,direct_economic_action,7.4,7.4,4,29.6
2016-01-01,AUT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2016-01-01,BEL,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2016-01-01,BEL,actor1,economic_policy_signal,5.2,5.2,1,5.2
2016-01-01,BEL,actor2,direct_economic_action,6.4,6.4,1,6.4
2016-01-01,DEU,actor1,direct_economic_action,7.066666666666667,7.4,6,42.400000000000006
2016-01-01,DEU,actor1,economic_policy_signal,0.0,0.0,3,0.0
2016-01-01,DEU,actor2,direct_economic_action,7.4,7.4,1,7.4
2016-01-01,DEU,actor2,economic_policy_signal,0.0,0.0,2,0.0
2016-01-01,ESP,actor1,direct_economic_action,7.4,7.4,1,7.4
2016-01-01,FRA,actor1,direct_economic_action,4.833333333333333,7.4,6,29.0
2016-01-01,FRA,actor1,economic_policy_signal,2.6,2.6,2,5.2
2016-01-01,FRA,actor2,direct_economic_action,7.4,7.4,1,7.4
2016-01-01,FRA,actor2,economic_policy_signal,0.0,0.0,3,0.0
2016-01-01,IRL,actor1,direct_economic_action,7.4,7.4,2,14.8
2016-01-01,IRL,actor1,economic_policy_signal,1.1333333333333333,0.0,3,3.4
2016-01-01,IRL,actor2,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2016-01-01,ITA,actor1,direct_economic_action,-2.8666666666666667,-8.0,6,-17.2
2016-01-01,ITA,actor2,direct_economic_action,7.4,7.4,7,51.800000000000004
2016-01-01,ITA,actor2,economic_policy_signal,2.6,2.6,4,10.4
2016-01-01,NLD,actor1,direct_economic_action,7.4,7.4,1,7.4
2016-01-01,NLD,actor2,direct_economic_action,7.4,7.4,4,29.6
2016-01-01,PRT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2016-01-01,PRT,actor2,economic_policy_signal,0.0,0.0,1,0.0
2016-02-01,AUT,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2016-02-01,AUT,actor1,economic_policy_signal,0.0,0.0,1,0.0
2016-02-01,AUT,actor2,direct_economic_action,7.4,7.4,1,7.4
2016-02-01,BEL,actor1,direct_economic_action,1.8,6.4,6,10.8
2016-02-01,BEL,actor1,economic_policy_signal,0.0,0.0,1,0.0
2016-02-01,BEL,actor2,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2016-02-01,DEU,actor1,direct_economic_action,7.066666666666667,7.4,3,21.200000000000003
2016-02-01,DEU,actor1,economic_policy_signal,2.6,2.6,2,5.2
2016-02-01,DEU,actor2,direct_economic_action,6.775,6.4,8,54.2
2016-02-01,DEU,actor2,economic_policy_signal,0.0,0.0,3,0.0
2016-02-01,ESP,actor1,direct_economic_action,7.4,7.4,2,14.8
2016-02-01,ESP,actor1,economic_policy_signal,4.6000000000000005,5.2,3,13.8
2016-02-01,ESP,actor2,economic_policy_signal,5.2,5.2,2,10.4
2016-02-01,FIN,actor1,economic_policy_signal,0.0,0.0,1,0.0
2016-02-01,FIN,actor2,economic_policy_signal,0.0,0.0,5,0.0
2016-02-01,FRA,actor1,direct_economic_action,7.266666666666667,7.4,6,43.6
2016-02-01,FRA,actor1,economic_policy_action,5.0,5.0,1,5.0
2016-02-01,FRA,actor1,economic_policy_signal,0.0,0.0,4,0.0
2016-02-01,FRA,actor2,direct_economic_action,7.257142857142858,7.4,7,50.800000000000004
2016-02-01,FRA,actor2,economic_policy_signal,2.2666666666666666,3.4,3,6.8
2016-02-01,IRL,actor1,direct_economic_action,7.4,7.4,1,7.4
2016-02-01,IRL,actor1,economic_policy_signal,5.2,5.2,1,5.2
2016-02-01,IRL,actor2,direct_economic_action,6.4,6.4,1,6.4
2016-02-01,IRL,actor2,economic_policy_signal,2.6,2.6,2,5.2
2016-02-01,ITA,actor1,economic_policy_signal,0.0,0.0,3,0.0
2016-02-01,LUX,actor2,direct_economic_action,7.4,7.4,1,7.4
2016-02-01,NLD,actor1,direct_economic_action,7.4,7.4,1,7.4
2016-02-01,NLD,actor2,direct_economic_action,6.4,6.4,1,6.4
2016-02-01,NLD,actor2,economic_policy_signal,0.0,0.0,3,0.0
2016-03-01,AUT,actor1,economic_policy_signal,3.4,3.4,1,3.4
2016-03-01,BEL,actor1,direct_economic_action,7.4,7.4,5,37.0
2016-03-01,BEL,actor2,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2016-03-01,BEL,actor2,economic_policy_signal,0.0,0.0,3,0.0
2016-03-01,DEU,actor1,direct_economic_action,6.685714285714286,6.4,7,46.800000000000004
2016-03-01,DEU,actor1,economic_policy_action,5.0,5.0,1,5.0
2016-03-01,DEU,actor1,economic_policy_signal,0.0,0.0,1,0.0
2016-03-01,DEU,actor2,direct_economic_action,7.4,7.4,4,29.6
2016-03-01,ESP,actor1,direct_economic_action,6.4,6.4,1,6.4
2016-03-01,ESP,actor2,direct_economic_action,6.9,6.9,2,13.8
2016-03-01,ESP,actor2,economic_policy_signal,0.0,0.0,1,0.0
2016-03-01,FIN,actor1,direct_economic_action,7.4,7.4,4,29.6
2016-03-01,FIN,actor2,economic_policy_signal,0.0,0.0,1,0.0
2016-03-01,FRA,actor1,direct_economic_action,6.8,6.4,5,34.0
2016-03-01,FRA,actor1,economic_policy_signal,1.1333333333333333,0.0,6,6.8
2016-03-01,FRA,actor2,direct_economic_action,6.955555555555556,7.4,9,62.6
2016-03-01,FRA,actor2,economic_policy_signal,0.0,0.0,6,0.0
2016-03-01,IRL,actor1,direct_economic_action,7.4,7.4,2,14.8
2016-03-01,IRL,actor1,economic_policy_action,5.0,5.0,1,5.0
2016-03-01,IRL,actor2,direct_economic_action,7.4,7.4,5,37.0
2016-03-01,IRL,actor2,economic_policy_action,5.0,5.0,2,10.0
2016-03-01,IRL,actor2,economic_policy_signal,0.0,0.0,1,0.0
2016-03-01,ITA,actor1,direct_economic_action,7.400000000000001,7.4,3,22.200000000000003
2016-03-01,ITA,actor2,direct_economic_action,7.4,7.4,1,7.4
2016-03-01,ITA,actor2,economic_policy_signal,2.2666666666666666,3.4,3,6.8
2016-03-01,NLD,actor1,economic_policy_signal,0.0,0.0,4,0.0
2016-04-01,BEL,actor1,direct_economic_action,7.4,7.4,1,7.4
2016-04-01,BEL,actor1,economic_policy_action,5.0,5.0,1,5.0
2016-04-01,DEU,actor1,direct_economic_action,3.6923076923076925,7.4,13,48.0
